"","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Fluent.languages","Mild.cognitive.impairment.dementia","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Random_ID"
"11","APPROVED","Not Applicable","2024-09-30T11:00:47.246000Z","2024-09-30T11:39:27.178000Z","2024-09-30T16:20:08.567000Z","2024-09-30T11:40:31.367102Z",2320,"C1FKYHSS",9,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF54499"
"12","APPROVED","Not Applicable","2024-09-30T11:01:44.167000Z","2024-09-30T11:47:31.717000Z","2024-09-30T16:25:13.539000Z","2024-09-30T11:50:17.582309Z",2748,"C1FKYHSS",118,"English","No","21","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF97544"
"13","APPROVED","Not Applicable","2024-09-30T11:01:55.920000Z","2024-09-30T11:41:36.254000Z","2024-09-30T16:25:13.927000Z","2024-09-30T11:41:37.079290Z",2381,"C1FKYHSS",74,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF93290"
"14","APPROVED","Not Applicable","2024-09-30T11:03:14.324000Z","2024-09-30T11:46:40.931000Z","2024-09-30T16:20:09.095000Z","2024-09-30T11:46:41.574289Z",2607,"C1FKYHSS",1040,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF44142"
"15","APPROVED","Not Applicable","2024-09-30T11:16:46.115000Z","2024-09-30T12:42:22.376000Z","2024-09-30T16:25:14.478000Z","2024-09-30T12:42:23.133295Z",5137,"C1FKYHSS",726,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF06113"
"16","APPROVED","Not Applicable","2024-09-30T11:20:51.795000Z","2024-09-30T12:17:11.457000Z","2024-09-30T16:20:09.572000Z","2024-09-30T12:17:26.434890Z",3380,"C1FKYHSS",168,"Polish, English","No","24","Male","White","Poland","United Kingdom","Poland","Polish","Yes","Full-Time","MDPRF36467"
"17","APPROVED","Not Applicable","2024-09-30T11:14:43.134000Z","2024-09-30T11:57:13.820000Z","2024-09-30T16:25:13.219000Z","2024-09-30T11:57:14.447703Z",2551,"C1FKYHSS",182,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF65725"
"18","APPROVED","Not Applicable","2024-09-30T11:17:44.535000Z","2024-09-30T12:24:01.941000Z","2024-09-30T16:25:10.392000Z","2024-09-30T12:24:02.777644Z",3978,"C1FKYHSS",182,"English","No","22","Male","Black","Ghana","United States","Ghana","English","No","Full-Time","MDPRF91204"
"19","APPROVED","Not Applicable","2024-09-30T13:15:18.427000Z","2024-09-30T13:55:05.604000Z","2024-09-30T16:25:10.911000Z","2024-09-30T13:55:06.488103Z",2388,"C1FKYHSS",228,"English","No","22","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF34773"
"20","APPROVED","Not Applicable","2024-10-01T09:42:38.571000Z","2024-10-01T10:28:20.414000Z","2024-10-01T14:55:22.483000Z","2024-10-01T10:28:21.321045Z",2742,"C1FKYHSS",462,"English","No","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF68935"
"21","APPROVED","Not Applicable","2024-10-01T09:42:23.924000Z","2024-10-01T10:25:41.609000Z","2024-10-01T14:56:05.119000Z","2024-10-01T10:27:08.229896Z",2598,"C1FKYHSS",117,"English, Somali","No","25","Male","Black","Kenya","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF69504"
"22","APPROVED","Not Applicable","2024-10-01T09:42:21.622000Z","2024-10-01T10:38:28.993000Z","2024-10-01T14:55:26.251000Z","2024-10-01T10:38:35.092332Z",3368,"C1FKYHSS",147,"English, Arabic","No","24","Male","Mixed","Libya","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF84235"
"23","APPROVED","Not Applicable","2024-10-01T09:42:52.994000Z","2024-10-01T10:28:26.995000Z","2024-10-01T14:55:23.054000Z","2024-10-01T10:28:27.811079Z",2735,"C1FKYHSS",31,"English","No","18","Female","Black","Germany","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF82071"
"24","APPROVED","Not Applicable","2024-10-01T09:42:48.800000Z","2024-10-01T10:20:30.049000Z","2024-10-01T14:56:05.611000Z","2024-10-01T10:20:31.061008Z",2262,"C1FKYHSS",6,"English","No","25","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF20632"
"25","APPROVED","Not Applicable","2024-10-01T09:45:40.232000Z","2024-10-01T10:44:58.484000Z","2024-10-01T14:55:23.468000Z","2024-10-01T10:44:59.667072Z",3559,"C1FKYHSS",151,"Polish, English","No","23","Female","White","Poland","United Kingdom","Poland","Polish","Yes","Part-Time","MDPRF45341"
"26","APPROVED","Not Applicable","2024-10-01T09:47:06.115000Z","2024-10-01T10:24:08.274000Z","2024-10-01T14:56:07.637000Z","2024-10-01T10:26:15.416165Z",2223,"C1FKYHSS",203,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF53295"
"27","APPROVED","Not Applicable","2024-10-01T09:48:56.015000Z","2024-10-01T10:25:40.021000Z","2024-10-01T14:56:08.115000Z","2024-10-01T10:27:02.767265Z",2205,"C1FKYHSS",277,"English, Polish","No","24","Female","White","Poland","United Kingdom","Poland","Polish","No","Full-Time","MDPRF16980"
"28","APPROVED","Not Applicable","2024-10-01T09:52:39.895000Z","2024-10-01T10:34:27.044000Z","2024-10-01T14:56:08.536000Z","2024-10-01T10:34:27.668984Z",2508,"C1FKYHSS",113,"English, French","No","25","Female","White","Canada","United Kingdom","Canada","English","No","Full-Time","MDPRF31511"
"29","APPROVED","Not Applicable","2024-10-01T09:51:17.388000Z","2024-10-01T10:31:51.114000Z","2024-10-01T14:55:23.882000Z","2024-10-01T10:31:51.772563Z",2434,"C1FKYHSS",314,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF65723"
"30","APPROVED","Not Applicable","2024-10-01T09:51:28.091000Z","2024-10-01T10:46:05.519000Z","2024-10-01T14:55:24.252000Z","2024-10-01T10:46:06.487070Z",3278,"C1FKYHSS",8,"English, Hindi, German","No","21","Female","Asian","India","United Kingdom","India","Hindi","No","Part-Time","MDPRF51886"
"31","APPROVED","Not Applicable","2024-10-01T09:52:28.698000Z","2024-10-01T10:35:36.794000Z","2024-10-01T14:55:24.653000Z","2024-10-01T11:37:39.498712Z",2589,"C1FKYHSS",32,"English","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF51338"
"32","APPROVED","Not Applicable","2024-10-01T09:53:40.362000Z","2024-10-01T10:43:49.314000Z","2024-10-01T14:55:26.606000Z","2024-10-01T10:43:50.192111Z",3009,"C1FKYHSS",52,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF93384"
"33","APPROVED","Not Applicable","2024-10-01T09:55:19.291000Z","2024-10-01T10:41:56.176000Z","2024-10-01T14:55:27.019000Z","2024-10-01T10:41:57.031578Z",2797,"C1FKYHSS",73,"Chinese, English, Cantonese","No","24","Male","Asian","Hong Kong","United Kingdom","Hong Kong","Cantonese","No","Unemployed (and job seeking)","MDPRF55920"
"34","APPROVED","Not Applicable","2024-10-01T09:58:48.161000Z","2024-10-01T11:20:56.100000Z","2024-10-01T14:56:08.905000Z","2024-10-01T11:20:57.038367Z",4928,"C1FKYHSS",482,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF74611"
"35","APPROVED","Not Applicable","2024-10-01T09:55:01.685000Z","2024-10-01T10:45:16.594000Z","2024-10-01T14:55:27.566000Z","2024-10-01T10:45:17.250627Z",3015,"C1FKYHSS",1081,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF45254"
"36","APPROVED","Not Applicable","2024-10-01T09:57:41.705000Z","2024-10-01T10:55:35.333000Z","2024-10-01T14:56:06.041000Z","2024-10-01T10:55:36.321361Z",3474,"C1FKYHSS",40,"English","No","21","Male","Black","Nigeria","United Kingdom","Nigeria","English","No","Part-Time","MDPRF43675"
"37","APPROVED","Not Applicable","2024-10-01T09:56:49.104000Z","2024-10-01T10:38:32.334000Z","2024-10-01T14:56:06.471000Z","2024-10-01T10:38:35.745873Z",2504,"C1FKYHSS",522,"English","No","21","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF93965"
"38","APPROVED","Not Applicable","2024-10-01T09:57:48.874000Z","2024-10-01T10:35:31.733000Z","2024-10-01T14:56:09.287000Z","2024-10-01T10:37:30.122449Z",2263,"C1FKYHSS",306,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF93913"
"39","APPROVED","Not Applicable","2024-10-01T10:03:53.544000Z","2024-10-01T10:59:46.437000Z","2024-10-01T14:55:25.045000Z","2024-10-01T11:00:01.513005Z",3353,"C1FKYHSS",147,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF82114"
"40","APPROVED","Not Applicable","2024-10-01T10:00:05.977000Z","2024-10-01T10:48:56.050000Z","2024-10-01T14:55:25.456000Z","2024-10-01T10:48:56.760195Z",2931,"C1FKYHSS",49,"English","No","22","Female","Black","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF56140"
"41","APPROVED","Not Applicable","2024-10-01T10:00:58.722000Z","2024-10-01T10:54:25.120000Z","2024-10-01T14:56:06.867000Z","2024-10-01T10:54:25.817985Z",3207,"C1FKYHSS",91,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF36144"
"42","APPROVED","Not Applicable","2024-10-01T10:10:02.375000Z","2024-10-01T10:52:58.778000Z","2024-10-01T14:55:27.988000Z","2024-10-01T10:54:03.924303Z",2577,"C1FKYHSS",1188,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF99900"
"43","APPROVED","Not Applicable","2024-10-01T10:06:17.943000Z","2024-10-01T10:52:18.649000Z","2024-10-01T14:56:07.239000Z","2024-10-01T10:53:54.464586Z",2761,"C1FKYHSS",39,"English","No","21","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF11650"
"44","APPROVED","Not Applicable","2024-10-01T10:07:49.199000Z","2024-10-01T10:55:46.618000Z","2024-10-01T14:55:25.848000Z","2024-10-01T10:55:47.329253Z",2878,"C1FKYHSS",66,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF93027"
"45","APPROVED","Not Applicable","2024-10-01T10:08:13.062000Z","2024-10-01T10:49:28.423000Z","2024-10-01T14:55:28.413000Z","2024-10-01T10:49:28.992079Z",2476,"C1FKYHSS",66,"English","No","19","Male","Asian","India","United Kingdom","United Kingdom","English","Yes","Other","MDPRF25901"
"46","APPROVED","Not Applicable","2024-10-01T10:11:18.520000Z","2024-10-01T11:02:51.425000Z","2024-10-01T14:55:28.829000Z","2024-10-01T11:03:02.304039Z",3093,"C1FKYHSS",148,"English","No","18","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF00542"
"47","APPROVED","Not Applicable","2024-10-01T10:12:10.619000Z","2024-10-01T10:54:04.002000Z","2024-10-01T14:55:29.251000Z","2024-10-01T10:54:21.173257Z",2514,"C1FKYHSS",130,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF91520"
"48","APPROVED","Not Applicable","2024-10-01T10:23:59.473000Z","2024-10-01T11:09:49.478000Z","2024-10-01T14:56:09.682000Z","2024-10-01T11:10:39.595916Z",2751,"C1FKYHSS",127,"English","No","21","Female","White","United Kingdom","United Kingdom","Ireland","English","Yes","Other","MDPRF03327"
"49","APPROVED","Not Applicable","2024-10-01T10:28:30.594000Z","2024-10-01T11:28:14.375000Z","2024-10-01T14:55:29.645000Z","2024-10-01T11:28:15.352759Z",3584,"C1FKYHSS",208,"English, Spanish","No","19","Male","Mixed","Colombia","United Kingdom","Colombia","English","Yes","Full-Time","MDPRF49129"
"50","APPROVED","Not Applicable","2024-10-01T15:15:13.934000Z","2024-10-01T15:53:04.647000Z","2024-10-02T10:23:49.247000Z","2024-10-01T15:53:06.588141Z",2271,"C1FKYHSS",155,"English","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF62253"
"51","APPROVED","Not Applicable","2024-10-01T15:19:57.417000Z","2024-10-01T15:53:11.767000Z","2024-10-02T10:24:42.081000Z","2024-10-01T15:53:13.284354Z",1995,"C1FKYHSS",1028,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","DATA_EXPIRED","MDPRF68541"
"52","APPROVED","Not Applicable","2024-10-01T15:20:28.620000Z","2024-10-01T15:59:51.775000Z","2024-10-02T10:23:49.593000Z","2024-10-01T16:00:19.964034Z",2364,"C1FKYHSS",355,"English","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Due to start a new job within the next month","MDPRF12149"
"53","APPROVED","Not Applicable","2024-10-01T15:28:24.121000Z","2024-10-01T16:21:28.240000Z","2024-10-02T10:23:50.008000Z","2024-10-01T17:11:31.659836Z",3185,"C1FKYHSS",7,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF08332"
"54","APPROVED","Not Applicable","2024-10-01T15:25:08.522000Z","2024-10-01T16:04:04.266000Z","2024-10-02T10:23:54.242000Z","2024-10-01T16:04:04.935580Z",2336,"C1FKYHSS",1337,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF22506"
"55","APPROVED","Not Applicable","2024-10-01T15:22:39.452000Z","2024-10-01T16:00:25.115000Z","2024-10-02T10:24:46.044000Z","2024-10-01T16:00:27.541898Z",2266,"C1FKYHSS",84,"English","No","19","Female","Black","Ireland","United Kingdom","Ireland","English","Yes","Part-Time","MDPRF52805"
"56","APPROVED","Not Applicable","2024-10-01T15:22:33.863000Z","2024-10-01T16:32:28.147000Z","2024-10-02T10:23:50.433000Z","2024-10-01T16:34:43.861892Z",4195,"C1FKYHSS",45,"English","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF44343"
"57","APPROVED","Not Applicable","2024-10-01T15:22:58.765000Z","2024-10-01T16:05:51.255000Z","2024-10-02T10:24:42.389000Z","2024-10-01T16:05:52.266429Z",2573,"C1FKYHSS",27,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF85491"
"58","APPROVED","Not Applicable","2024-10-01T15:24:07.186000Z","2024-10-01T16:03:47.562000Z","2024-10-02T10:24:46.403000Z","2024-10-01T16:03:48.596906Z",2381,"C1FKYHSS",21,"English","No","22","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF97151"
"59","APPROVED","Not Applicable","2024-10-01T15:26:21.101000Z","2024-10-01T16:03:47.377000Z","2024-10-02T10:23:54.631000Z","2024-10-01T16:03:48.117990Z",2247,"C1FKYHSS",263,"English, Welsh","No","22","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF10707"
"60","APPROVED","Not Applicable","2024-10-01T15:27:33.657000Z","2024-10-01T16:10:59.286000Z","2024-10-02T10:24:46.710000Z","2024-10-01T16:11:18.859551Z",2606,"C1FKYHSS",186,"English","No","24","Female","Asian","United States","United States","United States","English","No","DATA_EXPIRED","MDPRF57043"
"61","APPROVED","Not Applicable","2024-10-01T15:27:37.963000Z","2024-10-01T16:27:35.709000Z","2024-10-02T10:24:47.015000Z","2024-10-01T16:27:36.462761Z",3598,"C1FKYHSS",1040,"English","No","23","Female","Asian","United Kingdom","United Kingdom","United Kingdom","Vietnamese","Yes","DATA_EXPIRED","MDPRF71082"
"62","APPROVED","Not Applicable","2024-10-01T15:28:52.803000Z","2024-10-01T16:16:32.591000Z","2024-10-02T10:23:50.918000Z","2024-10-01T16:16:33.281998Z",2860,"C1FKYHSS",375,"Chinese, English","No","25","Female","Asian","United Kingdom","United Kingdom","United Kingdom","Chinese","No","DATA_EXPIRED","MDPRF82423"
"63","APPROVED","Not Applicable","2024-10-01T15:29:17.622000Z","2024-10-01T16:14:06.491000Z","2024-10-02T10:23:51.258000Z","2024-10-01T16:14:37.458888Z",2689,"C1FKYHSS",39,"English, Farsi","No","23","Female","Other","Iran","United Kingdom","Iran","Farsi","No","Full-Time","MDPRF98699"
"64","APPROVED","Not Applicable","2024-10-01T15:29:52.228000Z","2024-10-01T16:03:00.257000Z","2024-10-02T10:24:47.312000Z","2024-10-01T16:03:00.959189Z",1989,"C1FKYHSS",155,"English, French","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF56772"
"65","APPROVED","Not Applicable","2024-10-01T15:35:06.291000Z","2024-10-01T16:18:53.800000Z","2024-10-02T10:23:51.651000Z","2024-10-01T16:18:54.343479Z",2628,"C1FKYHSS",768,"English","No","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF21747"
"66","APPROVED","Not Applicable","2024-10-01T15:30:34.518000Z","2024-10-01T16:09:24.627000Z","2024-10-02T10:24:47.616000Z","2024-10-01T16:09:25.350888Z",2331,"C1FKYHSS",226,"Punjabi, Urdu, Hindi, English","No","25","Female","Asian","United Kingdom","United Kingdom","Pakistan","Urdu","Yes","Unemployed (and job seeking)","MDPRF99843"
"67","APPROVED","Not Applicable","2024-10-01T15:37:01.817000Z","2024-10-01T16:20:15.499000Z","2024-10-02T10:23:54.941000Z","2024-10-01T16:20:20.190472Z",2594,"C1FKYHSS",104,"English","No","19","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF75040"
"68","APPROVED","Not Applicable","2024-10-01T15:33:26.479000Z","2024-10-01T16:08:49.916000Z","2024-10-02T10:23:51.944000Z","2024-10-01T16:08:50.488816Z",2124,"C1FKYHSS",353,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF40116"
"69","APPROVED","Not Applicable","2024-10-01T15:33:30.941000Z","2024-10-01T16:14:57.335000Z","2024-10-02T10:23:55.243000Z","2024-10-01T16:15:03.202004Z",2487,"C1FKYHSS",324,"English","No","22","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF98287"
"70","APPROVED","Not Applicable","2024-10-01T15:34:49.094000Z","2024-10-01T16:10:36.285000Z","2024-10-02T10:23:52.312000Z","2024-10-01T16:10:50.351504Z",2148,"C1FKYHSS",396,"English","No","21","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF31901"
"71","APPROVED","Not Applicable","2024-10-01T15:38:01.895000Z","2024-10-01T16:25:47.570000Z","2024-10-02T10:23:55.560000Z","2024-10-01T16:25:53.938849Z",2866,"C1FKYHSS",122,"English","No","25","Male","Asian","Hong Kong","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF26282"
"72","APPROVED","Not Applicable","2024-10-01T15:34:31.582000Z","2024-10-01T16:19:52.396000Z","2024-10-02T10:23:52.604000Z","2024-10-01T16:19:53.149417Z",2721,"C1FKYHSS",45,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Due to start a new job within the next month","MDPRF39858"
"73","APPROVED","Not Applicable","2024-10-01T15:34:47.984000Z","2024-10-01T16:21:35.344000Z","2024-10-02T10:23:55.984000Z","2024-10-01T16:23:17.664377Z",2808,"C1FKYHSS",321,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","Full-Time","MDPRF76708"
"74","APPROVED","Not Applicable","2024-10-01T15:37:07.776000Z","2024-10-01T16:16:07.333000Z","2024-10-02T10:24:42.682000Z","2024-10-01T16:16:08.054000Z",2340,"C1FKYHSS",69,"English, Pashto","No","19","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF59051"
"75","APPROVED","Not Applicable","2024-10-01T15:35:18.766000Z","2024-10-01T16:35:44.383000Z","2024-10-02T10:23:56.399000Z","2024-10-01T16:36:03.089701Z",3626,"C1FKYHSS",85,"English, Arabic","No","19","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF24585"
"76","APPROVED","Not Applicable","2024-10-01T15:35:54.543000Z","2024-10-01T16:10:41.844000Z","2024-10-02T10:24:48.005000Z","2024-10-01T16:10:57.894879Z",2088,"C1FKYHSS",34,"English","No","19","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF63588"
"77","APPROVED","Not Applicable","2024-10-01T15:38:01.623000Z","2024-10-01T16:45:32.927000Z","2024-10-02T10:24:42.983000Z","2024-10-01T16:46:03.110401Z",4052,"C1FKYHSS",25,"English","No","22","Male","Asian","Spain","United Kingdom","Spain","Spanish","Yes","Unemployed (and job seeking)","MDPRF52256"
"78","APPROVED","Not Applicable","2024-10-01T15:41:51.346000Z","2024-10-01T16:21:39.557000Z","2024-10-02T10:23:56.706000Z","2024-10-01T16:23:19.721850Z",2389,"C1FKYHSS",55,"English","No","18","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF72194"
"79","APPROVED","Not Applicable","2024-10-01T15:41:17.482000Z","2024-10-01T16:28:09.253000Z","2024-10-02T10:23:52.905000Z","2024-10-01T16:28:09.946737Z",2812,"C1FKYHSS",108,"English","No","18","Female","Black","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF59462"
"80","APPROVED","Not Applicable","2024-10-01T15:41:18.941000Z","2024-10-01T16:19:15.644000Z","2024-10-02T10:24:43.327000Z","2024-10-01T16:19:16.365691Z",2277,"C1FKYHSS",73,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF75810"
"81","APPROVED","Not Applicable","2024-10-01T15:42:19.013000Z","2024-10-01T16:23:57.931000Z","2024-10-02T10:24:48.441000Z","2024-10-01T16:24:20.040976Z",2499,"C1FKYHSS",43,"English","No","18","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF80780"
"82","APPROVED","Not Applicable","2024-10-01T15:42:37.196000Z","2024-10-01T16:25:10.829000Z","2024-10-02T10:23:53.242000Z","2024-10-01T16:25:36.897518Z",2554,"C1FKYHSS",861,"English, French","No","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","MDPRF52075"
"83","APPROVED","Not Applicable","2024-10-01T15:43:50.963000Z","2024-10-01T16:44:21.998000Z","2024-10-02T10:24:48.922000Z","2024-10-01T16:45:13.574342Z",3632,"C1FKYHSS",21,"Urdu, English","No","20","Female","Asian","Pakistan","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF04264"
"84","APPROVED","Not Applicable","2024-10-01T15:44:55.353000Z","2024-10-01T16:22:18.078000Z","2024-10-02T10:24:49.238000Z","2024-10-01T16:23:37.779195Z",2243,"C1FKYHSS",47,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF17567"
